Dates,Category,Descript,PdDistrict,DayOfWeek
2018/9/15,Strategic developments,Looting/property destruction,Henan,星期六
2018/9/15,Protests,Peaceful protest,Jiangsu,星期六
2018/9/15,Protests,Peaceful protest,Guangdong,星期六
2018/9/15,Protests,Peaceful protest,Shanxi,星期六
2018/9/15,Strategic developments,Looting/property destruction,Henan,星期六
2018/9/15,Strategic developments,Looting/property destruction,Liaoning,星期六
2018/9/15,Violence against civilians,Abduction/forced disappearance,Shanxi,星期六
2018/9/15,Strategic developments,Looting/property destruction,Yunnan,星期六
2018/9/15,Strategic developments,Looting/property destruction,Henan,星期六
2018/9/15,Strategic developments,Change to group/activity,Shaanxi,星期六
2018/9/15,Strategic developments,Change to group/activity,Heilongjiang,星期六
2018/9/15,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期六
2018/9/15,Violence against civilians,Attack,Jiangsu,星期六
2018/9/15,Strategic developments,Looting/property destruction,Hebei,星期六
2018/9/16,Protests,Peaceful protest,Henan,星期日
2018/9/16,Protests,Peaceful protest,Hubei,星期日
2018/9/16,Strategic developments,Looting/property destruction,Henan,星期日
2018/9/17,Violence against civilians,Attack,Guangdong,星期一
2018/9/17,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期一
2018/9/17,Protests,Peaceful protest,Shandong,星期一
2018/9/17,Protests,Protest with intervention,Hunan,星期一
2018/9/18,Protests,Peaceful protest,Zhejiang,星期二
2018/9/18,Protests,Peaceful protest,Jiangsu,星期二
2018/9/18,Protests,Peaceful protest,Tianjin,星期二
2018/9/18,Protests,Peaceful protest,Anhui,星期二
2018/9/18,Violence against civilians,Attack,Beijing,星期二
2018/9/18,Protests,Peaceful protest,Inner Mongolia,星期二
2018/9/18,Violence against civilians,Abduction/forced disappearance,Shanghai,星期二
2018/9/18,Protests,Peaceful protest,Guangdong,星期二
2018/9/19,Protests,Peaceful protest,Jilin,星期三
2018/9/19,Protests,Peaceful protest,Hunan,星期三
2018/9/19,Protests,Peaceful protest,Tianjin,星期三
2018/9/19,Protests,Peaceful protest,Beijing,星期三
2018/9/19,Protests,Peaceful protest,Shandong,星期三
2018/9/19,Protests,Protest with intervention,Zhejiang,星期三
2018/9/20,Strategic developments,Looting/property destruction,Henan,星期四
2018/9/20,Protests,Peaceful protest,Guangdong,星期四
2018/9/20,Violence against civilians,Sexual violence,Guangdong,星期四
2018/9/20,Violence against civilians,Attack,Guangdong,星期四
2018/9/20,Protests,Peaceful protest,Hebei,星期四
2018/9/20,Protests,Peaceful protest,Beijing,星期四
2018/9/21,Protests,Peaceful protest,Macao,星期五
2018/9/21,Protests,Peaceful protest,Henan,星期五
2018/9/21,Protests,Peaceful protest,Anhui,星期五
2018/9/21,Strategic developments,Looting/property destruction,Shandong,星期五
2018/9/21,Protests,Peaceful protest,Hunan,星期五
2018/9/21,Protests,Peaceful protest,Guizhou,星期五
2018/9/21,Protests,Peaceful protest,Jiangsu,星期五
2018/9/21,Protests,Peaceful protest,Guizhou,星期五
2018/9/21,Protests,Protest with intervention,Guangdong,星期五
2018/9/21,Protests,Peaceful protest,Tianjin,星期五
2018/9/21,Protests,Peaceful protest,Guangxi,星期五
2018/9/21,Protests,Protest with intervention,Guangdong,星期五
2018/9/22,Protests,Peaceful protest,Guangdong,星期六
2018/9/22,Protests,Peaceful protest,Guangxi,星期六
2018/9/22,Strategic developments,Looting/property destruction,Heilongjiang,星期六
2018/9/23,Protests,Peaceful protest,Anhui,星期日
2018/9/23,Protests,Peaceful protest,Henan,星期日
2018/9/23,Protests,Peaceful protest,Shanghai,星期日
2018/9/23,Protests,Peaceful protest,Shaanxi,星期日
2018/9/23,Protests,Peaceful protest,Guangdong,星期日
2018/9/23,Strategic developments,Change to group/activity,Shandong,星期日
2018/9/23,Violence against civilians,Attack,Henan,星期日
2018/9/24,Protests,Peaceful protest,Beijing,星期一
2018/9/24,Protests,Peaceful protest,Anhui,星期一
2018/9/25,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期二
2018/9/25,Violence against civilians,Attack,Zhejiang,星期二
2018/9/25,Protests,Protest with intervention,Beijing,星期二
2018/9/25,Strategic developments,Arrests,Beijing,星期二
2018/9/26,Protests,Peaceful protest,Beijing,星期三
2018/9/26,Strategic developments,Looting/property destruction,Chongqing,星期三
2018/9/26,Protests,Peaceful protest,Inner Mongolia,星期三
2018/9/26,Protests,Peaceful protest,Guangdong,星期三
2018/9/27,Violence against civilians,Abduction/forced disappearance,Fujian,星期四
2018/9/27,Strategic developments,Looting/property destruction,Chongqing,星期四
2018/9/27,Protests,Peaceful protest,Liaoning,星期四
2018/9/27,Strategic developments,Looting/property destruction,Henan,星期四
2018/9/27,Protests,Peaceful protest,Hebei,星期四
2018/9/27,Protests,Peaceful protest,Guangdong,星期四
2018/9/27,Protests,Peaceful protest,Shandong,星期四
2018/9/27,Protests,Peaceful protest,Sichuan,星期四
2018/9/28,Violence against civilians,Attack,Xinjiang,星期五
2018/9/28,Protests,Peaceful protest,Beijing,星期五
2018/9/28,Protests,Peaceful protest,Jiangsu,星期五
2018/9/28,Protests,Peaceful protest,Zhejiang,星期五
2018/9/28,Protests,Peaceful protest,Guangdong,星期五
2018/9/28,Protests,Peaceful protest,Sichuan,星期五
2018/9/29,Violence against civilians,Abduction/forced disappearance,Guizhou,星期六
2018/9/29,Protests,Peaceful protest,Beijing,星期六
2018/9/30,Strategic developments,Change to group/activity,Henan,星期日
2018/9/30,Strategic developments,Change to group/activity,Guizhou,星期日
2018/9/30,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期日
2018/9/30,Protests,Peaceful protest,Henan,星期日
2018/9/30,Riots,Violent demonstration,Shandong,星期日
2018/9/30,Protests,Peaceful protest,Sichuan,星期日
2018/9/30,Violence against civilians,Abduction/forced disappearance,Beijing,星期日
2018/9/30,Protests,Peaceful protest,Guangxi,星期日
2018/9/30,Protests,Peaceful protest,Guangdong,星期日
2018/9/30,Protests,Peaceful protest,Guangdong,星期日
2018/9/30,Strategic developments,Looting/property destruction,Henan,星期日
2018/9/30,Violence against civilians,Abduction/forced disappearance,Guizhou,星期日
2018/10/1,Strategic developments,Looting/property destruction,Henan,星期一
2018/10/1,Riots,Violent demonstration,Shandong,星期一
2018/10/1,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/10/1,Protests,Peaceful protest,Guangdong,星期一
2018/10/2,Protests,Peaceful protest,Liaoning,星期二
2018/10/2,Riots,Violent demonstration,Shandong,星期二
2018/10/2,Strategic developments,Looting/property destruction,Hebei,星期二
2018/10/2,Protests,Peaceful protest,Guangxi,星期二
2018/10/2,Protests,Peaceful protest,Anhui,星期二
2018/10/3,Riots,Violent demonstration,Shandong,星期三
2018/10/3,Protests,Peaceful protest,Shandong,星期三
2018/10/3,Protests,Peaceful protest,Ningxia,星期三
2018/10/3,Protests,Peaceful protest,Sichuan,星期三
2018/10/3,Protests,Peaceful protest,Guangdong,星期三
2018/10/4,Violence against civilians,Attack,Shandong,星期四
2018/10/4,Riots,Violent demonstration,Shandong,星期四
2018/10/5,Strategic developments,Looting/property destruction,Henan,星期五
2018/10/5,Protests,Peaceful protest,Shandong,星期五
2018/10/6,Protests,Protest with intervention,Guangxi,星期六
2018/10/6,Riots,Violent demonstration,Shandong,星期六
2018/10/7,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期日
2018/10/7,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期日
2018/10/7,Protests,Peaceful protest,Guizhou,星期日
2018/10/7,Strategic developments,Looting/property destruction,Henan,星期日
2018/10/7,Riots,Violent demonstration,Shandong,星期日
2018/10/8,Protests,Peaceful protest,Shaanxi,星期一
2018/10/8,Protests,Peaceful protest,Fujian,星期一
2018/10/8,Protests,Peaceful protest,Guangdong,星期一
2018/10/8,Protests,Protest with intervention,Shaanxi,星期一
2018/10/8,Protests,Peaceful protest,Henan,星期一
2018/10/8,Protests,Peaceful protest,Yunnan,星期一
2018/10/8,Protests,Peaceful protest,Beijing,星期一
2018/10/8,Protests,Peaceful protest,Liaoning,星期一
2018/10/8,Protests,Peaceful protest,Jiangsu,星期一
2018/10/8,Protests,Peaceful protest,Shanxi,星期一
2018/10/9,Protests,Peaceful protest,Inner Mongolia,星期二
2018/10/9,Violence against civilians,Attack,Jiangxi,星期二
2018/10/9,Protests,Peaceful protest,Jiangsu,星期二
2018/10/10,Protests,Peaceful protest,Beijing,星期三
2018/10/10,Strategic developments,Looting/property destruction,Chongqing,星期三
2018/10/10,Protests,Peaceful protest,Guangdong,星期三
2018/10/10,Strategic developments,Other,Xinjiang,星期三
2018/10/10,Protests,Peaceful protest,Sichuan,星期三
2018/10/10,Protests,Protest with intervention,Shanxi,星期三
2018/10/10,Protests,Protest with intervention,Hubei,星期三
2018/10/11,Protests,Protest with intervention,Ningxia,星期四
2018/10/11,Protests,Peaceful protest,Shaanxi,星期四
2018/10/11,Protests,Peaceful protest,Liaoning,星期四
2018/10/11,Protests,Peaceful protest,Shandong,星期四
2018/10/11,Protests,Peaceful protest,Hubei,星期四
2018/10/11,Protests,Excessive force against protesters,Qinghai,星期四
2018/10/12,Protests,Peaceful protest,Hebei,星期五
2018/10/12,Strategic developments,Looting/property destruction,Liaoning,星期五
2018/10/12,Strategic developments,Change to group/activity,Hubei,星期五
2018/10/12,Protests,Peaceful protest,Shanghai,星期五
2018/10/12,Protests,Peaceful protest,Yunnan,星期五
2018/10/12,Protests,Peaceful protest,Jiangsu,星期五
2018/10/12,Riots,Violent demonstration,Beijing,星期五
2018/10/12,Protests,Peaceful protest,Shaanxi,星期五
2018/10/12,Strategic developments,Change to group/activity,Henan,星期五
2018/10/12,Protests,Peaceful protest,Shaanxi,星期五
2018/10/12,Protests,Peaceful protest,Guangdong,星期五
2018/10/13,Protests,Peaceful protest,Gansu,星期六
2018/10/13,Protests,Peaceful protest,Guangxi,星期六
2018/10/13,Protests,Peaceful protest,Jiangsu,星期六
2018/10/13,Protests,Peaceful protest,Jiangsu,星期六
2018/10/14,Strategic developments,Change to group/activity,Guangdong,星期日
2018/10/14,Protests,Peaceful protest,Jiangxi,星期日
2018/10/14,Protests,Protest with intervention,Shanghai,星期日
2018/10/14,Strategic developments,Looting/property destruction,Jiangsu,星期日
2018/10/14,Protests,Peaceful protest,Henan,星期日
2018/10/15,Violence against civilians,Attack,Henan,星期一
2018/10/15,Violence against civilians,Attack,Jiangsu,星期一
2018/10/15,Protests,Peaceful protest,Shaanxi,星期一
2018/10/15,Protests,Peaceful protest,Liaoning,星期一
2018/10/15,Strategic developments,Change to group/activity,Hebei,星期一
2018/10/15,Strategic developments,Change to group/activity,Hebei,星期一
2018/10/15,Protests,Protest with intervention,Tianjin,星期一
2018/10/15,Protests,Peaceful protest,Sichuan,星期一
2018/10/15,Protests,Peaceful protest,Henan,星期一
2018/10/15,Protests,Peaceful protest,Inner Mongolia,星期一
2018/10/16,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期二
2018/10/16,Strategic developments,Change to group/activity,Henan,星期二
2018/10/16,Strategic developments,Change to group/activity,Fujian,星期二
2018/10/16,Strategic developments,Looting/property destruction,Henan,星期二
2018/10/16,Strategic developments,Change to group/activity,Hebei,星期二
2018/10/16,Strategic developments,Change to group/activity,Shanxi,星期二
2018/10/16,Strategic developments,Change to group/activity,Shaanxi,星期二
2018/10/16,Strategic developments,Change to group/activity,Henan,星期二
2018/10/16,Strategic developments,Change to group/activity,Hebei,星期二
2018/10/16,Strategic developments,Looting/property destruction,Shandong,星期二
2018/10/16,Strategic developments,Change to group/activity,Gansu,星期二
2018/10/16,Strategic developments,Looting/property destruction,Hebei,星期二
2018/10/16,Strategic developments,Looting/property destruction,Jilin,星期二
2018/10/16,Strategic developments,Change to group/activity,Hebei,星期二
2018/10/16,Protests,Peaceful protest,Yunnan,星期二
2018/10/16,Protests,Peaceful protest,Jiangsu,星期二
2018/10/16,Strategic developments,Change to group/activity,Hubei,星期二
2018/10/16,Strategic developments,Other,Heilongjiang,星期二
2018/10/16,Strategic developments,Change to group/activity,Hubei,星期二
2018/10/16,Strategic developments,Change to group/activity,Hebei,星期二
2018/10/16,Strategic developments,Looting/property destruction,Anhui,星期二
2018/10/16,Strategic developments,Looting/property destruction,Hebei,星期二
2018/10/16,Strategic developments,Change to group/activity,Inner Mongolia,星期二
2018/10/16,Strategic developments,Looting/property destruction,Hubei,星期二
2018/10/16,Strategic developments,Change to group/activity,Henan,星期二
2018/10/16,Violence against civilians,Attack,Shandong,星期二
2018/10/16,Strategic developments,Change to group/activity,Hebei,星期二
2018/10/16,Strategic developments,Change to group/activity,Henan,星期二
2018/10/16,Strategic developments,Change to group/activity,Xinjiang,星期二
2018/10/16,Protests,Peaceful protest,Jiangxi,星期二
2018/10/16,Protests,Peaceful protest,Guangdong,星期二
2018/10/16,Protests,Peaceful protest,Anhui,星期二
2018/10/16,Protests,Peaceful protest,Tianjin,星期二
2018/10/16,Violence against civilians,Abduction/forced disappearance,Jiangsu,星期二
2018/10/16,Strategic developments,Change to group/activity,Hubei,星期二
2018/10/17,Protests,Peaceful protest,Henan,星期三
2018/10/17,Violence against civilians,Attack,Guangdong,星期三
2018/10/17,Protests,Peaceful protest,Shanxi,星期三
2018/10/17,Protests,Peaceful protest,Zhejiang,星期三
2018/10/18,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/10/18,Violence against civilians,Abduction/forced disappearance,Henan,星期四
2018/10/18,Strategic developments,Looting/property destruction,Hebei,星期四
2018/10/18,Protests,Peaceful protest,Hubei,星期四
2018/10/18,Protests,Peaceful protest,Gansu,星期四
2018/10/18,Protests,Protest with intervention,Anhui,星期四
2018/10/18,Protests,Peaceful protest,Hubei,星期四
2018/10/18,Protests,Peaceful protest,Tianjin,星期四
2018/10/18,Protests,Peaceful protest,Guangdong,星期四
2018/10/18,Protests,Peaceful protest,Shaanxi,星期四
2018/10/18,Protests,Peaceful protest,Beijing,星期四
2018/10/19,Strategic developments,Change to group/activity,Liaoning,星期五
2018/10/19,Strategic developments,Looting/property destruction,Anhui,星期五
2018/10/19,Protests,Peaceful protest,Guangxi,星期五
2018/10/19,Protests,Peaceful protest,Inner Mongolia,星期五
2018/10/19,Protests,Peaceful protest,Henan,星期五
2018/10/20,Strategic developments,Looting/property destruction,Sichuan,星期六
2018/10/20,Protests,Peaceful protest,Shanghai,星期六
2018/10/20,Violence against civilians,Abduction/forced disappearance,Guangdong,星期六
2018/10/20,Protests,Peaceful protest,Jilin,星期六
2018/10/20,Protests,Peaceful protest,Guangxi,星期六
2018/10/20,Protests,Peaceful protest,Shandong,星期六
2018/10/21,Protests,Peaceful protest,Jilin,星期日
2018/10/21,Protests,Peaceful protest,Anhui,星期日
2018/10/22,Strategic developments,Change to group/activity,Anhui,星期一
2018/10/22,Protests,Peaceful protest,Beijing,星期一
2018/10/22,Protests,Peaceful protest,Henan,星期一
2018/10/22,Strategic developments,Change to group/activity,Hebei,星期一
2018/10/23,Protests,Peaceful protest,Guangdong,星期二
2018/10/23,Strategic developments,Looting/property destruction,Qinghai,星期二
2018/10/23,Protests,Protest with intervention,Guangdong,星期二
2018/10/23,Violence against civilians,Abduction/forced disappearance,Beijing,星期二
2018/10/23,Protests,Peaceful protest,Fujian,星期二
2018/10/24,Protests,Protest with intervention,Gansu,星期三
2018/10/24,Strategic developments,Looting/property destruction,Shanxi,星期三
2018/10/24,Protests,Peaceful protest,Sichuan,星期三
2018/10/24,Strategic developments,Change to group/activity,Guangdong,星期三
2018/10/24,Protests,Peaceful protest,Fujian,星期三
2018/10/24,Protests,Peaceful protest,Jiangsu,星期三
2018/10/24,Protests,Peaceful protest,Hubei,星期三
2018/10/24,Protests,Peaceful protest,Heilongjiang,星期三
2018/10/24,Protests,Peaceful protest,Shandong,星期三
2018/10/24,Strategic developments,Looting/property destruction,Guizhou,星期三
2018/10/24,Protests,Peaceful protest,Jilin,星期三
2018/10/24,Protests,Peaceful protest,Beijing,星期三
2018/10/25,Violence against civilians,Abduction/forced disappearance,Shanghai,星期四
2018/10/25,Protests,Peaceful protest,Hunan,星期四
2018/10/25,Protests,Peaceful protest,Jiangsu,星期四
2018/10/25,Violence against civilians,Abduction/forced disappearance,Jiangxi,星期四
2018/10/25,Violence against civilians,Abduction/forced disappearance,Shanghai,星期四
2018/10/25,Protests,Peaceful protest,Jilin,星期四
2018/10/25,Strategic developments,Looting/property destruction,Henan,星期四
2018/10/25,Protests,Peaceful protest,Hebei,星期四
2018/10/25,Protests,Peaceful protest,Beijing,星期四
2018/10/25,Strategic developments,Change to group/activity,Jiangxi,星期四
2018/10/25,Protests,Peaceful protest,Sichuan,星期四
2018/10/25,Protests,Peaceful protest,Henan,星期四
2018/10/26,Violence against civilians,Abduction/forced disappearance,Beijing,星期五
2018/10/26,Strategic developments,Looting/property destruction,Liaoning,星期五
2018/10/27,Strategic developments,Looting/property destruction,Hebei,星期六
2018/10/28,Protests,Peaceful protest,Anhui,星期日
2018/10/28,Strategic developments,Change to group/activity,Hubei,星期日
2018/10/28,Strategic developments,Change to group/activity,Guangdong,星期日
2018/10/28,Strategic developments,Change to group/activity,Fujian,星期日
2018/10/28,Strategic developments,Looting/property destruction,Hunan,星期日
2018/10/28,Strategic developments,Change to group/activity,Zhejiang,星期日
2018/10/28,Violence against civilians,Abduction/forced disappearance,Shanghai,星期日
2018/10/28,Protests,Peaceful protest,Sichuan,星期日
2018/10/29,Violence against civilians,Attack,Beijing,星期一
2018/10/29,Protests,Peaceful protest,Hebei,星期一
2018/10/29,Strategic developments,Looting/property destruction,Henan,星期一
2018/10/29,Protests,Peaceful protest,Jiangsu,星期一
2018/10/30,Protests,Peaceful protest,Guangdong,星期二
2018/10/30,Strategic developments,Looting/property destruction,Henan,星期二
2018/10/30,Strategic developments,Looting/property destruction,Jiangxi,星期二
2018/10/30,Protests,Peaceful protest,Sichuan,星期二
2018/10/30,Protests,Peaceful protest,Sichuan,星期二
2018/10/31,Strategic developments,Change to group/activity,Heilongjiang,星期三
2018/10/31,Strategic developments,Looting/property destruction,Liaoning,星期三
2018/10/31,Strategic developments,Change to group/activity,Henan,星期三
2018/10/31,Protests,Peaceful protest,Inner Mongolia,星期三
2018/10/31,Protests,Protest with intervention,Jiangsu,星期三
2018/10/31,Strategic developments,Looting/property destruction,Hebei,星期三
2018/10/31,Violence against civilians,Abduction/forced disappearance,Hubei,星期三
2018/10/31,Protests,Peaceful protest,Henan,星期三
2018/11/1,Protests,Peaceful protest,Zhejiang,星期四
2018/11/1,Protests,Peaceful protest,Zhejiang,星期四
2018/11/1,Strategic developments,Looting/property destruction,Shaanxi,星期四
2018/11/1,Protests,Protest with intervention,Guangdong,星期四
2018/11/1,Strategic developments,Looting/property destruction,Henan,星期四
2018/11/1,Strategic developments,Looting/property destruction,Gansu,星期四
2018/11/1,Violence against civilians,Abduction/forced disappearance,Shanghai,星期四
2018/11/1,Violence against civilians,Attack,Hubei,星期四
2018/11/1,Protests,Protest with intervention,Jiangsu,星期四
2018/11/1,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期四
2018/11/1,Protests,Peaceful protest,Sichuan,星期四
2018/11/2,Strategic developments,Looting/property destruction,Hebei,星期五
2018/11/2,Protests,Peaceful protest,Yunnan,星期五
2018/11/2,Protests,Peaceful protest,Hebei,星期五
2018/11/2,Violence against civilians,Abduction/forced disappearance,Shanghai,星期五
2018/11/2,Violence against civilians,Abduction/forced disappearance,Shanghai,星期五
2018/11/2,Violence against civilians,Attack,Shaanxi,星期五
2018/11/2,Protests,Peaceful protest,Jiangxi,星期五
2018/11/2,Protests,Peaceful protest,Guizhou,星期五
2018/11/3,Protests,Peaceful protest,Jiangxi,星期六
2018/11/3,Protests,Peaceful protest,Hunan,星期六
2018/11/3,Violence against civilians,Abduction/forced disappearance,Shanghai,星期六
2018/11/3,Protests,Peaceful protest,Shaanxi,星期六
2018/11/3,Protests,Peaceful protest,Guangdong,星期六
2018/11/3,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期六
2018/11/3,Violence against civilians,Abduction/forced disappearance,Beijing,星期六
2018/11/3,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期六
2018/11/4,Strategic developments,Other,Sichuan,星期日
2018/11/4,Protests,Peaceful protest,Shandong,星期日
2018/11/4,Protests,Peaceful protest,Fujian,星期日
2018/11/4,Violence against civilians,Attack,Henan,星期日
2018/11/4,Violence against civilians,Abduction/forced disappearance,Shanghai,星期日
2018/11/4,Protests,Peaceful protest,Henan,星期日
2018/11/4,Protests,Peaceful protest,Shandong,星期日
2018/11/4,Protests,Peaceful protest,Anhui,星期日
2018/11/5,Protests,Protest with intervention,Heilongjiang,星期一
2018/11/5,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期一
2018/11/5,Protests,Peaceful protest,Anhui,星期一
2018/11/5,Protests,Peaceful protest,Guizhou,星期一
2018/11/5,Protests,Peaceful protest,Shaanxi,星期一
2018/11/5,Protests,Peaceful protest,Sichuan,星期一
2018/11/5,Protests,Protest with intervention,Shaanxi,星期一
2018/11/6,Protests,Peaceful protest,Jiangxi,星期二
2018/11/6,Protests,Peaceful protest,Sichuan,星期二
2018/11/6,Protests,Peaceful protest,Sichuan,星期二
2018/11/6,Protests,Peaceful protest,Shandong,星期二
2018/11/6,Protests,Peaceful protest,Inner Mongolia,星期二
2018/11/6,Protests,Peaceful protest,Shaanxi,星期二
2018/11/6,Protests,Protest with intervention,Hubei,星期二
2018/11/6,Protests,Peaceful protest,Heilongjiang,星期二
2018/11/6,Protests,Protest with intervention,Hubei,星期二
2018/11/6,Protests,Peaceful protest,Fujian,星期二
2018/11/7,Protests,Peaceful protest,Sichuan,星期三
2018/11/7,Protests,Excessive force against protesters,Guangdong,星期三
2018/11/7,Protests,Peaceful protest,Guangdong,星期三
2018/11/7,Protests,Peaceful protest,Shanxi,星期三
2018/11/7,Protests,Peaceful protest,Shandong,星期三
2018/11/7,Protests,Peaceful protest,Heilongjiang,星期三
2018/11/8,Protests,Peaceful protest,Hubei,星期四
2018/11/8,Protests,Peaceful protest,Henan,星期四
2018/11/8,Protests,Peaceful protest,Henan,星期四
2018/11/8,Protests,Peaceful protest,Jiangsu,星期四
2018/11/8,Protests,Peaceful protest,Zhejiang,星期四
2018/11/8,Protests,Peaceful protest,Tianjin,星期四
2018/11/8,Protests,Peaceful protest,Shanxi,星期四
2018/11/8,Violence against civilians,Attack,Shanghai,星期四
2018/11/8,Protests,Peaceful protest,Anhui,星期四
2018/11/9,Protests,Peaceful protest,Shaanxi,星期五
2018/11/9,Violence against civilians,Attack,Beijing,星期五
2018/11/9,Violence against civilians,Attack,Chongqing,星期五
2018/11/9,Strategic developments,Looting/property destruction,Sichuan,星期五
2018/11/9,Riots,Violent demonstration,Guangdong,星期五
2018/11/9,Strategic developments,Looting/property destruction,Chongqing,星期五
2018/11/9,Violence against civilians,Abduction/forced disappearance,Zhejiang,星期五
2018/11/9,Protests,Peaceful protest,Guangdong,星期五
2018/11/9,Violence against civilians,Abduction/forced disappearance,Guangdong,星期五
2018/11/9,Protests,Peaceful protest,Beijing,星期五
2018/11/9,Strategic developments,Looting/property destruction,Henan,星期五
2018/11/9,Protests,Peaceful protest,Guangdong,星期五
2018/11/9,Violence against civilians,Attack,Chongqing,星期五
2018/11/10,Protests,Peaceful protest,Guangdong,星期六
2018/11/10,Riots,Mob violence,Beijing,星期六
2018/11/11,Protests,Peaceful protest,Gansu,星期日
2018/11/11,Strategic developments,Change to group/activity,Shanxi,星期日
2018/11/11,Strategic developments,Looting/property destruction,Shandong,星期日
2018/11/12,Protests,Peaceful protest,Heilongjiang,星期一
2018/11/12,Protests,Peaceful protest,Zhejiang,星期一
2018/11/12,Protests,Peaceful protest,Guangdong,星期一
2018/11/12,Violence against civilians,Abduction/forced disappearance,Beijing,星期一
2018/11/12,Protests,Protest with intervention,Jiangsu,星期一
2018/11/12,Protests,Peaceful protest,Hunan,星期一
2018/11/12,Protests,Peaceful protest,Gansu,星期一
2018/11/13,Protests,Peaceful protest,Shanxi,星期二
2018/11/13,Protests,Protest with intervention,Fujian,星期二
2018/11/13,Strategic developments,Looting/property destruction,Hebei,星期二
2018/11/13,Protests,Peaceful protest,Shaanxi,星期二
2018/11/13,Protests,Peaceful protest,Guangdong,星期二
2018/11/13,Strategic developments,Looting/property destruction,Hubei,星期二
2018/11/13,Protests,Peaceful protest,Henan,星期二
2018/11/13,Strategic developments,Looting/property destruction,Jiangxi,星期二
2018/11/13,Protests,Peaceful protest,Guangdong,星期二
2018/11/14,Strategic developments,Looting/property destruction,Jiangxi,星期三
2018/11/14,Protests,Peaceful protest,Guangdong,星期三
2018/11/14,Protests,Peaceful protest,Hunan,星期三
2018/11/14,Protests,Peaceful protest,Anhui,星期三
2018/11/15,Protests,Peaceful protest,Inner Mongolia,星期四
2018/11/15,Violence against civilians,Attack,Liaoning,星期四
2018/11/15,Protests,Peaceful protest,Jiangxi,星期四
2018/11/15,Strategic developments,Looting/property destruction,Sichuan,星期四
2018/11/15,Strategic developments,Looting/property destruction,Fujian,星期四
2018/11/15,Strategic developments,Change to group/activity,Heilongjiang,星期四
2018/11/15,Strategic developments,Looting/property destruction,Henan,星期四
2018/11/15,Strategic developments,Looting/property destruction,Shandong,星期四
2018/11/15,Strategic developments,Looting/property destruction,Jiangxi,星期四
2018/11/15,Strategic developments,Looting/property destruction,Heilongjiang,星期四
2018/11/15,Strategic developments,Change to group/activity,Shandong,星期四
2018/11/15,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/11/15,Protests,Protest with intervention,Beijing,星期四
2018/11/15,Strategic developments,Arrests,Guangdong,星期四
2018/11/15,Strategic developments,Looting/property destruction,Hainan,星期四
2018/11/15,Violence against civilians,Abduction/forced disappearance,Beijing,星期四
2018/11/15,Strategic developments,Looting/property destruction,Hubei,星期四
2018/11/15,Protests,Protest with intervention,Guangdong,星期四
2018/11/15,Strategic developments,Looting/property destruction,Henan,星期四
2018/11/15,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期四
2018/11/15,Protests,Peaceful protest,Jiangsu,星期四
2018/11/15,Protests,Peaceful protest,Guangdong,星期四
2018/11/16,Protests,Peaceful protest,Zhejiang,星期五
2018/11/16,Strategic developments,Change to group/activity,Xinjiang,星期五
2018/11/16,Protests,Peaceful protest,Guangdong,星期五
2018/11/16,Protests,Peaceful protest,Heilongjiang,星期五
2018/11/16,Protests,Peaceful protest,Guangdong,星期五
2018/11/16,Protests,Peaceful protest,Fujian,星期五
2018/11/16,Protests,Peaceful protest,Shanxi,星期五
2018/11/16,Protests,Peaceful protest,Guangxi,星期五
2018/11/16,Protests,Peaceful protest,Yunnan,星期五
2018/11/17,Protests,Peaceful protest,Shanghai,星期六
2018/11/17,Protests,Peaceful protest,Shanghai,星期六
2018/11/18,Protests,Peaceful protest,Shandong,星期日
2018/11/18,Violence against civilians,Abduction/forced disappearance,Xinjiang,星期日
2018/11/19,Protests,Peaceful protest,Beijing,星期一
2018/11/19,Protests,Peaceful protest,Shaanxi,星期一
2018/11/19,Protests,Peaceful protest,Jiangsu,星期一
2018/11/19,Protests,Peaceful protest,Henan,星期一
2018/11/19,Protests,Protest with intervention,Shanxi,星期一
2018/11/19,Protests,Peaceful protest,Hubei,星期一
2018/11/19,Protests,Peaceful protest,Anhui,星期一
2018/11/19,Protests,Peaceful protest,Anhui,星期一
2018/11/20,Strategic developments,Headquarters or base established,Hainan,星期二
2018/11/20,Protests,Peaceful protest,Liaoning,星期二
2018/11/21,Protests,Peaceful protest,Fujian,星期三
2018/11/21,Protests,Peaceful protest,Jilin,星期三
2018/11/21,Protests,Peaceful protest,Guangdong,星期三
2018/11/21,Protests,Peaceful protest,Chongqing,星期三
